Channel Name,Order Count,TP,Avg TP,CP,Avg CP,Cont,Avg.Cont,Total CC,Avg CC,Date
Thamizh Vision TV,55,44989,818,53945,981,8956,163,11351,206,2020-08-17
Raj Digital Plus,15,6986,466,14385,959,7399,493,3585,239,2020-08-17
Our Website,6,3853,642,6594,1099,2741,457,894,149,2020-08-17
kalaignar,1,3266,3266,4499,4499,1233,1233,299,299,2020-08-17
Total,992,1341540,1352,1908608,1924,567068,572,229843,232,2020-08-17
music zone TAMIL,711,936768,1318,1345389,1892,408622,575,166108,234,2020-08-18
K tv,219,599901,2739,789381,3604,189480,865,58034,265,2020-08-18
Murasu TV,89,80435,904,130911,1471,50476,567,20316,228,2020-08-18
Thamizh Vision TV,77,54701,710,72123,937,17422,226,16676,217,2020-08-18
Our Website,19,22777,1199,32481,1710,9704,511,2931,154,2020-08-18
Raj Digital Plus,17,19992,1176,27183,1599,7191,423,3783,223,2020-08-18
Total,1132,1714574,1515,2397468,2118,682894,603,267848,237,2020-08-18
music zone TAMIL,551,728457,1322,1026849,1864,298392,542,126462,230,2020-08-19
K tv,341,325247,954,473559,1389,148312,435,79619,233,2020-08-19
Murasu TV,140,163380,1167,236860,1692,73481,525,33216,237,2020-08-19
Thamizh Vision TV,76,87085,1146,94924,1249,7839,103,18626,245,2020-08-19
kalaignar,30,102000,3400,134970,4499,32970,1099,8570,286,2020-08-19
Raj Digital Plus,13,24375,1875,38987,2999,14612,1124,3887,299,2020-08-19
Our Website,6,8756,1459,11394,1899,2638,440,894,149,2020-08-19
RTO - Reorder,1,3000,3000,3799,3799,799,799,199,199,2020-08-19
Total,1158,1442300,1246,2021342,1746,579042,500,271473,234,2020-08-19
music zone TAMIL,619,888637,1436,1241881,2006,353244,571,137549,222,2020-08-20
K tv,185,541775,2929,746815,4037,205040,1108,51367,278,2020-08-20
Murasu TV,116,111556,962,178584,1540,67028,578,27237,235,2020-08-20
Thamizh Vision TV,76,64910,854,75524,994,10614,140,16126,212,2020-08-20
kalaignar,57,40926,718,62643,1099,21717,381,13343,234,2020-08-20
Raj Digital Plus,19,10474,551,18981,999,8507,448,4481,236,2020-08-20
Our Website,2,1720,860,2598,1299,878,439,298,149,2020-08-20
Total,1074,1659998,1546,2327026,2167,667028,621,250401,233,2020-08-20
music zone TAMIL,488,770645,1579,1081912,2217,311268,638,107633,221,2020-08-21
K tv,269,541073,2011,719131,2673,178058,662,67385,251,2020-08-21
Murasu TV,91,149237,1640,205909,2263,56673,623,23359,257,2020-08-21
Thamizh Vision TV,53,33580,634,49747,939,16167,305,10450,197,2020-08-21
kalaignar,21,11576,551,20979,999,9403,448,4780,228,2020-08-21
Raj Digital Plus,8,4800,600,7992,999,3192,399,1992,249,2020-08-21
Total,930,1510911,1625,2085670,2243,574759,618,215599,232,2020-08-21
music zone TAMIL,503,833520,1657,1129897,2246,296378,589,114363,227,2020-08-22
K tv,283,308843,1091,483717,1709,174874,618,67270,238,2020-08-22
Murasu TV,188,128295,682,209912,1117,81617,434,42517,226,2020-08-22
Raj Digital Plus,47,40326,858,46953,999,6627,141,11004,234,2020-08-22
Thamizh Vision TV,24,23858,994,23976,999,118,5,5226,218,2020-08-22
Our Website,3,2214,738,3597,1199,1383,461,447,149,2020-08-22
Total,1048,1337056,1276,1898052,1811,560996,535,240827,230,2020-08-22
music zone TAMIL,686,1068563,1558,1472114,2146,403551,588,161881,236,2020-08-23
K tv,238,461653,1940,643762,2705,182110,765,60814,256,2020-08-23
Murasu TV,178,185768,1044,253822,1426,68054,382,42674,240,2020-08-23
kalaignar,102,212700,2085,288898,2832,76198,747,25149,247,2020-08-23
Thamizh Vision TV,94,80652,858,93906,999,13254,141,21207,226,2020-08-23
Raj Digital Plus,48,41184,858,47952,999,6768,141,11902,248,2020-08-23
Our Website,1,715,715,999,999,284,284,199,199,2020-08-23
Total,1347,2051235,1523,2801453,2080,750218,557,323826,240,2020-08-23
music zone TAMIL,436,603457,1384,868264,1991,264808,607,100476,230,2020-08-24
K tv,205,551600,2691,733995,3580,182395,890,54246,265,2020-08-24
Murasu TV,173,119849,693,191427,1107,71578,414,41777,241,2020-08-24
Thamizh Vision TV,46,41458,901,45954,999,4496,98,11204,244,2020-08-24
Raj Digital Plus,35,20825,595,34965,999,14140,404,7966,228,2020-08-24
kalaignar,35,15807,452,34965,999,19158,547,8116,232,2020-08-24
RTO - Reorder,2,1269,635,2098,1049,829,414,298,149,2020-08-24
Our Website,1,1375,1375,1599,1599,224,224,149,149,2020-08-24
Total,933,1355640,1453,1913267,2051,557627,598,224232,240,2020-08-24
music zone TAMIL,479,641028,1338,939521,1961,298494,623,109581,229,2020-08-25
K tv,302,536187,1775,736498,2439,200311,663,72302,239,2020-08-25
Murasu TV,167,168456,1009,226633,1357,58178,348,40088,240,2020-08-25
Raj Digital Plus,45,38610,858,44955,999,6345,141,10457,232,2020-08-25
Thamizh Vision TV,45,37716,838,44955,999,7239,161,10256,228,2020-08-25
kalaignar,26,40014,1539,51974,1999,11960,460,6875,264,2020-08-25
Our Website,2,1863,932,2798,1399,935,468,348,174,2020-08-25
Total,1066,1463874,1373,2047334,1921,583460,547,249907,234,2020-08-25
music zone TAMIL,571,657921,1152,988929,1732,331008,580,126848,222,2020-08-26
K tv,185,305200,1650,432815,2340,127615,690,46269,250,2020-08-26
Murasu TV,132,99318,752,148668,1126,49351,374,30671,232,2020-08-26
kalaignar,45,24806,551,44955,999,20149,448,9655,215,2020-08-26
Thamizh Vision TV,41,38416,937,37959,926,-457,-11,8810,215,2020-08-26
